net,sta,lat,lon,dep,azi,dist
II,COCO,-12.1901,96.8349,1.0,1.6274565825,3804.56935116
MS,BTDF,1.3617,103.775002,57.0,10.6045973719,5358.16524613
IC,QIZ,19.0291,109.8445,240.0,14.4190784613,7391.11872666
IC,SSE,31.0948,121.1908,40.0,21.8355149751,8962.15711937
IU,TATO,24.9735,121.4971,160.0,24.000629311,8325.04092423
II,KAPI,-5.0142,119.7517,300.0,33.9627197208,5138.87900732
IU,COLA,64.873599,-147.8616,200.0,38.0764598845,15751.1973869
IU,MBWA,-21.159,119.7313,190.0,45.6213977578,3543.65751692
IU,GUMO,13.5893,144.8684,170.0,49.7307471784,8256.36104047
IU,NWAO,-32.9277,117.239,380.0,57.8310661657,2356.86701047
II,WRAB,-19.9336,134.36,366.0,63.0226145773,4566.51053742
IU,PMG,-9.4047,147.1597,90.0,66.5952156775,6344.99345613
IU,CTAO,-20.08765,146.24998,367.0,74.7853762225,5405.25080493
IU,TARA,1.3549,172.9229,20.0,79.7363188097,9128.00552234
G,SANVU,-15.447148,167.203232,56.0,87.5591211159,7351.55870338
G,CAN,-35.318714,148.996323,700.0,93.7890830185,4550.69595162
II,MSVF,-17.7448,178.0528,801.1,97.0815714238,8005.74348415
II,TAU,-42.9099,147.3204,132.0,103.510294803,4022.12732891
IU,RAO,-29.245,-177.929,60.0,108.72609504,7439.41260689
IU,SNZO,-41.3087,174.7043,120.0,115.341718685,6088.00384788
AU,MCQ,-54.4986,158.9561,14.0,125.493548104,4405.02185657
IU,SLBS,23.6858,-109.9443,825.0,129.173332671,16586.5246026
IM,TX02,29.329901,-103.657997,965.3,132.000490504,17460.1486911
IU,PTCN,-25.0713,-130.0953,220.0,139.020746521,10831.441592
G,DRV,-66.664909,140.002075,40.0,147.024191158,3397.30387102
G,UNM,19.329662,-99.178062,2280.0,150.71663815,16693.9034229
GT,VNDA,-77.517273,161.852753,121.1,161.990851746,4431.72781221
IU,CASY,-66.2792,110.5354,10.0,163.674014946,2366.52787825
IU,PAYG,-0.6742,-90.2861,270.0,171.641453046,14743.0855966
IU,QSPA,-89.9289,144.4382,2850.0,179.922404072,4845.04643647
IU,SPA,-90.0,0.0,2927.0,180.0,4850.30170205
IU,PMSA,-64.7744,-64.0489,40.0,189.094842936,7543.65252121
II,EFI,-51.6753,-58.0637,110.0,196.07519806,8844.56869299
IU,SDV,8.8839,-70.634,1620.0,201.135615519,15644.0289542
II,HOPE,-54.2836,-36.4879,20.0,207.049169709,7969.46904869
G,SPB,-23.592691,-47.426979,647.0,214.020621785,11412.640173
CU,BBGH,13.1434,-59.5588,180.0,219.526099286,15656.2278209
G,CAY,4.948,-52.317001,25.0,223.206658493,14484.6742785
G,TRIS,-37.0681,-12.3152,60.0,231.789770076,8315.93252885
G,PAF,-49.351,70.210708,17.0,251.170634657,1936.0997854
G,CRZF,-46.43096,51.855308,140.0,253.779530399,3338.28076937
G,SOK,14.494418,-16.456223,70.9,263.76099709,12874.2166253
GT,LBTB,-25.0151,25.596649,1128.0,265.254635799,6556.98279044
IU,LSZ,-15.2779,28.1882,1200.0,275.256984975,7089.64466659
G,FOMA,-24.97565,46.978877,28.0,281.588118168,4926.402898
II,ABPO,-19.018,47.229,1528.0,287.722416585,5366.05232346
G,RER,-21.1712,55.739861,834.0,293.921531179,4581.97915547
G,AIS,-37.796349,77.569183,35.9,296.095567347,1790.61315091
G,ROCAM,-19.75553,63.37014,52.0,303.989260152,4189.46376272
II,MSEY,-4.6737,55.4792,475.0,307.265619202,6046.72736503
II,RAYN,23.5225,45.5032,631.0,314.531195525,9264.53706974
II,UOSS,24.9453,56.2042,284.4,323.84233089,8864.8925676
II,DGAR,-7.4121,72.4525,1.0,325.240653362,4877.35498474
II,ABKT,37.9304,58.1189,678.0,330.987464198,10082.5303478
II,PALK,7.2728,80.7022,460.0,341.520459932,6143.82599621
G,WUS,41.200716,79.216498,1468.0,347.471250245,9854.47507256
IU,MAKZ,46.808,81.977,600.0,350.456940803,10426.5624286
IC,LSA,29.7031,91.127,3660.0,355.715663537,8452.56339525
